Business ID,Business,City,State,Zip,Phone,TOB,Dues,Plan,AB Status,Established,Joined,Dropped on,Why,Rating,Inq 1Year,Inq 3Year
90054352,Byford Steel Buildings & Construction Inc,Norman,OK,73072,(405) 549-7980,Metal Building,$474.00 ,PP,Cancelled -Non-Payment,1/26/2016,10/13/2017,8/2/2018,"Cancelled, nonpayment of dues",A+,65,91
90052795,"C & C Construction & Repair, LLC",Elk City,OK,73644,(580) 303-0576,Construction Services,$474.00 ,PP,Cancelled -Non-Payment,1/1/1982,8/10/2017,2/12/2018,"Cancelled, nonpayment of dues",A+,10,45
90054228,C & C Home Improvements & Renovations,Fletcher,OK,73541,(580) 512-1818,Construction Services,$474.00 ,PP,Cancelled -Non-Payment,1/1/1996,10/6/2017,9/14/2018,"Cancelled, nonpayment of dues",A+,28,56
90048971,"C & C Pipeline Services, Inc.",Enid,OK,73703,(580) 234-4948,Pipe Line Contractors,$749.00 ,PP,Cancelled -Non-Payment,2/4/2004,8/22/2016,11/27/2018,"Cancelled, nonpayment of dues",A+,33,49
90028210,"C & C Tank Service, LLC",Blanchard,OK,73010,(405) 248-6889,Industrial Vacuum Cleaners,$394.00 ,,Not Accredited,11/1/2009,9/5/2012,12/15/2013,"Cancelled, nonpayment of dues",A+,9,32
10000685,C & C Used Auto Parts,Oklahoma City,OK,73121,(405) 424-6100,New Auto Parts,$444.00 ,,Not Accredited,1/1/1980,12/8/2010,7/19/2012,"Cancelled, nonpayment of dues",A+,4,9
10000045,"C & J Enterprises, Inc.",Oklahoma City,OK,73107,(405) 949-9997,Mobile Auto Repair,$200.00 ,,Not Accredited,1/1/1973,9/22/1993,9/15/1994,Denied,A+,8,31
5000470,C & K Automatic Transmission Rebuilders,Oklahoma City,OK,73109,(405) 239-2213,Transmission,,,Not Accredited,1/1/1968,4/7/1976,6/13/1977,New - NSF in first 3 pmts,A+,4,27
90030210,C & M Cattle,Boise City,OK,73933,(580) 544-2603,Livestock Breeding,$450.00 ,,Cancelled -Non-Payment,1/1/1977,3/1/2013,3/8/2017,"Cancelled, nonpayment of dues",A+,7,21
13002808,"C & S Insulation, Inc.",Norman,OK,73071,(405) 321-1901,Insulation Contractors,$412.50 ,,Not Accredited,5/1/1994,7/9/1999,7/15/2001,"Cancelled, nonpayment of dues",NR,16,57
12000733,C & S Mobile Home Repair,Oklahoma City,OK,73135,(405) 672-6446,Manufactured Homes Sales,,,Not Accredited,1/1/1955,11/15/1982,11/15/1983,New - NSF in first 3 pmts,A+,12,65
90019332,"C & S Roofing, LLC",Edmond,OK,73034,(405) 282-4443,Roofing Contractors,$450.00 ,,Not Accredited,1/1/1986,3/25/2001,8/18/2015,Revoked,A+,21,67
90016446,"C and R Print Shop, Inc.",Chickasha,OK,73018,(405) 224-7921,Printers,$394.00 ,,Not Accredited,10/1/1976,11/2/2009,9/22/2011,"Cancelled, nonpayment of dues",NR,2,13
90022578,C N Fencing,Piedmont,OK,73078,(405) 550-9172,Fence Sales,$414.00 ,,Not Accredited,4/1/2010,4/28/2011,11/21/2013,"Cancelled, nonpayment of dues",A+,7,31
90014587,"C P R Construction, Inc.",Norman,OK,73071,(405) 313-7145,Construction Services,$507.00 ,,Not Accredited,5/1/2008,6/2/2009,10/23/2014,"Cancelled, nonpayment of dues",B-,63,123
90019560,"C R I Roofing, Inc.",Oklahoma City,OK,73120,(405) 608-0255,Roofing Contractors,$435.00 ,,Not Accredited,9/22/2005,7/29/2010,10/24/2014,"Cancelled, nonpayment of dues",A+,54,161
7002261,"C Star Management, L.L.C.",Stillwater,OK,74074,(405) 377-8740,Management Training,$638.00 ,,Not Accredited,1/12/2004,2/21/2005,9/25/2009,"Cancelled, nonpayment of dues",A+,94,218
7000181,"C. Brian Hooper, D.D.S.",Edmond,OK,73013,(405) 341-1835,Dentist,$815.00 ,,Not Accredited,1/1/1983,8/16/2004,12/23/2013,"Cancelled, nonpayment of dues",A+,38,119
90052933,C.A. Call Heating & Air,Altus,OK,73521,(580) 481-0823,Heating and Air Conditioning,$474.00 ,PP,Cancelled -Non-Payment,1/1/2011,8/15/2017,2/12/2018,"Cancelled, nonpayment of dues",A+,43,76
90058173,C.A.R. MD LLC,Oklahoma City,OK,73149,(405) 219-2331,Auto Repair,$474.00 ,PP,Cancelled -Non-Payment,5/23/2017,4/6/2018,2/5/2019,"Cancelled, nonpayment of dues",A,108,108
4000091,C.L. Frates & Company,Oklahoma City,OK,73114,(405) 290-5744,Insurance Companies,$235.00 ,,Not Accredited,1/1/1930,10/1/1931,4/22/2009,"Cancelled, nonpayment of dues",NR,11,37
90031256,"C.N.G Interstate of Oklahoma, LLC",Edmond,OK,73013,(405) 751-4200,Natural Gas Companies,$450.00 ,,Cancelled -Non-Payment,4/1/2011,4/15/2014,5/9/2016,"Financial, Cash Flow",A+,24,48
7000046,"C.R. Anthony's/Stage Stores, Inc.",Oklahoma City,OK,73125,(405) 278-7400,Discount Stores,$425.43 ,,Not Accredited,1/1/1922,9/5/1933,1/1/1998,Ownership Change,NR,16,44
7000594,Cable Connection,Oklahoma City,OK,73128,(405) 681-1011,Security System Monitors,$299.15 ,,Not Accredited,6/1/1991,12/15/1993,12/19/2005,"Cancelled, nonpayment of dues",A+,7,18
90010426,Cache Road Credit Auto Sales,Lawton,OK,73507,(580) 355-1500,Used Car Dealers,$394.00 ,,Not Accredited,5/1/2007,9/23/2008,5/4/2010,"Cancelled, nonpayment of dues",A+,25,52
13004276,Caesar's Tan,Oklahoma City,OK,73116,(405) 843-8267,Discount Stores,$474.00 ,PP,Cancelled -Non-Payment,6/7/2000,8/30/2017,2/20/2019,"Cancelled, nonpayment of dues",A+,26,39
5004584,Cal Spas,Oklahoma City,OK,73108,(405) 946-8827,Hot Tub Dealers,$205.00 ,,Not Accredited,3/1/1991,11/3/1995,1/15/1997,"Cancelled, nonpayment of dues",NR,5,15
90012343,"Caldwell Construction Company, LLC",Stillwater,OK,74074,(405) 880-5602,Construction Services,$394.00 ,,Not Accredited,1/1/2006,11/24/2008,7/12/2010,"Cancelled, nonpayment of dues",A+,13,33
7000091,Calhoun Business Forms,Choctaw,OK,73020,(405) 235-0108,Office Supplies,$162.90 ,,Not Accredited,10/25/1983,10/20/1987,10/15/2003,"Cancelled, nonpayment of dues",A+,7,12
90027583,Caliber Roofing and Restoration,Oklahoma City,OK,73132,(405) 889-7806,Roofing Contractors,$558.00 ,IP,Not Accredited,3/1/2009,7/18/2012,1/9/2017,Revoked,F,117,327
90045385,"Caliber Steel, LLC",Oklahoma City,OK,73127,(405) 324-6500,Steel Warehouse,$575.00 ,,Cancelled -Non-Payment,2/16/2010,3/7/2016,5/5/2017,"Cancelled, nonpayment of dues",A+,73,132
90014951,Calibrating Your Compass,Stillwater,OK,74074,(405) 533-3888,Psychologist,$444.00 ,,Not Accredited,1/1/2006,7/7/2009,6/16/2010,"Cancelled, nonpayment of dues",NR,2,3
90020135,Calidad Enterprises,Oklahoma City,OK,73150,(405) 378-5420,Roofing Contractors,$394.00 ,,Not Accredited,1/8/2008,9/22/2010,11/2/2011,"Cancelled, nonpayment of dues",NR,1,12
10000652,Callahan Steel Buildings,Mustang,OK,73064,(800) 685-6863,General Contractor,$360.00 ,,Not Accredited,1/1/1973,8/10/1998,8/10/2000,Other,A+,77,181
90026054,"Calvin Weeks & Associates, LLC",Oklahoma City,OK,73102,(405) 236-3399,Forensic Computers,$469.00 ,,Not Accredited,1/1/2008,3/15/2012,4/23/2014,Ownership Change,A+,6,14
90023383,"Cambria Energy, LLC",Oklahoma City,OK,73103,(405) 702-0667,Oil Royalties,$450.00 ,,Cancelled -Non-Payment,6/3/2010,7/12/2011,9/6/2016,"Cancelled, nonpayment of dues",A+,73,399
90025017,Camelot Roofing & Construction,Norman,OK,73069,(405) 329-7663,Roofing Contractors,$450.00 ,,Not Accredited,5/1/2008,12/7/2011,2/3/2016,"Cancelled, nonpayment of dues",A+,50,386
90012355,"Cameron Herrin, OD, PC",Purcell,OK,73080,(405) 527-2020,Optometrist,$394.00 ,,Not Accredited,8/1/1998,11/24/2008,8/3/2010,"Cancelled, nonpayment of dues",A+,10,10
90028623,Camp Construction,Broken Bow,OK,74728,(580) 420-3739,Roofing Contractors,$394.00 ,,Not Accredited,1/1/1975,10/19/2012,2/10/2014,"Cancelled, nonpayment of dues",F,54,148
90023611,Campbell Crane & Service LLC,Madill,OK,73446,(405) 706-7953,Crane Service,$489.00 ,,Not Accredited,1/1/1999,7/28/2011,11/18/2013,No Benefit/Value,A+,6,15
90002749,Campbell's Roofing & Siding,Guthrie,OK,73044,(405) 340-3559,Roofing Contractors,$375.00 ,,Not Accredited,1/1/1979,7/12/2006,6/24/2015,"Cancelled, nonpayment of dues",A+,19,46
90050631,"Can Do Kids Therapy, PLC",Edmond,OK,73034,(405) 513-8186,Occupational Therapy,$474.00 ,PP,Cancelled -Non-Payment,11/27/2007,1/17/2017,3/23/2018,"Cancelled, nonpayment of dues",A+,7,18
90054693,Can Valet LLP,Oklahoma City,OK,73114,(405) 441-9466,Valet Service,$275.00 ,,Cancelled -Non-Payment,3/1/2011,12/22/2017,2/4/2019,"Cancelled, nonpayment of dues",NR,5,33
14000162,Cancer Treatment Center Of Oklahoma,Midwest City,OK,73110,(405) 737-8455,Health,$386.25 ,,Not Accredited,1/1/1984,6/10/2001,6/15/2003,"Cancelled, nonpayment of dues",NR,3,7
5001901,"Candid Color Systems, Inc.",Oklahoma City,OK,73108,(405) 947-8747,Retail Photo Finishing,$950.00 ,,Not Accredited,12/29/1989,5/21/2014,7/7/2015,No Benefit/Value,A+,69,206
90065844,Cannavation LLC,Woodward,OK,73801,(580) 366-0064,CBD Oil,$495.00 ,,Non-Renewal Other Concerns,3/21/2018,2/4/2019,2/5/2019,Cancellation,A-,10,11
90018356,"Cannon Fence Co., LLC",Elk City,OK,73644,(580) 225-6013,Fence Sales,$435.00 ,,Not Accredited,4/1/1995,4/30/2010,12/15/2013,"Cancelled, nonpayment of dues",A+,13,43
12005491,"Cannon Storage Systems, Inc.",Lawton,OK,73501,(580) 248-6106,Construction Services,$600.00 ,,Not Accredited,1/1/1979,1/19/2005,5/28/2015,"Cancelled, nonpayment of dues",A+,18,54
90017432,"Cannonball Roofing & Construction, LLC",Bethany,OK,73008,(405) 470-3344,Roofing Contractors,$394.00 ,,Not Accredited,1/1/2007,2/10/2010,12/7/2011,"Cancelled, nonpayment of dues",A+,37,73
7000093,Canteen Service Company,Oklahoma City,OK,73127,(405) 235-1528,Beverage,$221.55 ,,Not Accredited,1/1/1938,2/25/1987,9/15/1996,"Cancelled, nonpayment of dues",A+,9,13
90012001,Canton Farm Supply,Canton,OK,73724,(580) 886-2206,Farm Supply,$394.00 ,,Not Accredited,1/1/1973,10/27/2008,7/1/2010,"Cancelled, nonpayment of dues",A+,15,24
90032661,"Canyon Welding Service, Inc",Tishomingo,OK,73460,(580) 371-2113,Welding Equipment Repair,$575.00 ,,Not Accredited,6/1/2003,9/5/2013,9/23/2015,"Cancelled, nonpayment of dues",NR,3,10
90019091,"Capital Restoration, Inc.",Moore,OK,73170,(405) 735-9057,Roofing Contractors,$444.00 ,,Not Accredited,1/1/2008,6/19/2010,5/16/2011,"Cancelled, nonpayment of dues",A+,20,35
7000303,"Capital West Securities, Inc.",Oklahoma City,OK,73102,(405) 235-5700,Investment Security,$579.59 ,,Not Accredited,4/10/1947,4/1/1945,5/31/1996,"Financial, Cash Flow",A+,12,65
90014768,"Capitol County Construction, LLC",Arnett,OK,73832,(580) 885-7615,Construction Services,$394.00 ,,Not Accredited,1/1/2008,6/22/2009,2/28/2011,Cease and Desist Order,NR,4,15
9004470,Capitol Hill Monument Company,Oklahoma City,OK,73109,(405) 632-5554,Monuments,,,Not Accredited,1/1/1933,10/26/1994,10/26/1995,"Cancelled, nonpayment of dues",NR,32,79
4000257,Capitol Paint Manufacturing Corp.,Oklahoma City,OK,73109,(405) 634-3383,Commercial Manufacturers,$262.14 ,,Not Accredited,1/1/1959,7/31/1991,9/30/1999,"Cancelled, nonpayment of dues",A+,37,54
90024908,Car Safe LLC,Oklahoma city,OK,73132,(877) 232-3441,Used Car Dealers,"$1,300.00 ",,Cancelled -Non-Payment,1/1/2008,12/1/2014,2/4/2019,"Cancelled, nonpayment of dues",A+,56,235
7000096,Cardinal Paper Company,Oklahoma City,OK,73179,(405) 235-8441,Paper Distributors,,,Not Accredited,1/1/1959,5/17/1961,6/15/1991,New - NSF in first 3 pmts,A+,37,100
5006260,Career Executive Options,Oklahoma City,OK,73132,(405) 603-7027,Outplacement Consultant,$437.59 ,,Not Accredited,5/18/1985,5/7/2002,10/14/2008,"Cancelled, nonpayment of dues",A+,15,64
7000097,"Carefree Travel, Inc.",Norman,OK,73069,(405) 366-8037,Travel Agency,,,Not Accredited,1/1/1984,1/11/1990,8/15/1991,New - NSF in first 3 pmts,NR,1,3
90031544,Carey's Construction,Sayre,OK,73662,(580) 729-0270,Construction Services,$450.00 ,,Cancelled -Non-Payment,1/1/2002,6/6/2013,7/29/2016,"Cancelled, nonpayment of dues",A+,7,42
90012721,CarHop,Oklahoma City,OK,73121,(800) 662-2746,Used Car Dealers,$440.00 ,,Not Accredited,1/1/1996,12/30/2008,3/7/2012,Other,NR,7,12
7000843,"Caring Touch Home Care, Inc.",Oklahoma City,OK,73114,(405) 330-3050,Nursing Home,$240.00 ,,Not Accredited,1/1/1994,12/8/1995,1/15/1997,"Cancelled, nonpayment of dues",A+,8,17
90051130,Carl Humphries Inc,Yukon,OK,73099,(405) 373-3678,Oil Well Services,$474.00 ,PP,Resigned,6/11/1993,4/17/2017,8/23/2017,Out of Business,NR,7,14
90020147,"Carl L. Sylvester MD, PC",Oklahoma City,OK,73120,(405) 778-8993,Ophthalmology,$444.00 ,,Not Accredited,1/1/2010,9/23/2010,4/17/2012,"Cancelled, nonpayment of dues",A+,11,17
12003238,Carl Musgrove Plumbing & Heating,Oklahoma City,OK,73109,(405) 634-3879,Plumber,$393.75 ,,Not Accredited,1/1/1970,8/10/2007,3/2/2009,"Cancelled, nonpayment of dues",A+,22,30
7000257,Carl Pojezny Enterprises,Oklahoma City,OK,73112,(405) 840-4484,Property Management,$232.30 ,,Not Accredited,1/1/1979,6/25/1991,10/15/1993,No Benefit/Value,NR,9,29
90054612,"Carland Group, L.L.C.",Oklahoma City,OK,73120,(405) 286-3434,General Contractor,$474.00 ,PP,Cancelled -Non-Payment,11/13/2003,11/30/2017,10/31/2018,"Cancelled, nonpayment of dues",A+,118,160
90054611,"Carland Properties, LLC",Oklahoma City,OK,73120,(405) 286-3434,Property Management,$299.00 ,PP,Cancelled -Non-Payment,6/13/2012,11/30/2017,10/16/2018,"Cancelled, nonpayment of dues",A+,146,188
12005484,Carlile Automotive,Stillwater,OK,74074,(405) 377-5713,Auto Repair,$375.00 ,,Not Accredited,2/1/1999,11/25/2004,8/21/2015,"Cancelled, nonpayment of dues",A+,5,34
90003213,Carlile Building Inc.,Ninnekah,OK,73067,(405) 222-4766,Metal Building,$414.00 ,,Not Accredited,1/1/1995,8/23/2010,3/5/2013,"Cancelled, nonpayment of dues",A+,23,42
90038889,"Carlyle Business Services, Inc.",Oklahoma City,OK,73162,(405) 722-4277,Employee Benefits Insurance,$450.00 ,,Cancelled -Non-Payment,7/1/1987,12/5/2014,12/28/2017,"Cancelled, nonpayment of dues",A+,7,29
90014047,"Carnegie Pre Cast, Inc.",Carnegie,OK,73015,(580) 654-1718,Excavating Contractors,$450.00 ,,Cancelled -Non-Payment,7/1/1963,4/9/2009,6/18/2018,"Cancelled, nonpayment of dues",A+,22,66
90006509,Carnival Custom Painting,Edmond,OK,73034,(405) 341-5040,Painting Contractors,$393.75 ,,Not Accredited,1/1/2005,8/27/2007,3/4/2009,"Cancelled, nonpayment of dues",A+,16,40
11000396,Carnott's Auto Repair,El Reno,OK,73036,(405) 262-0000,Auto Services,$394.00 ,,Not Accredited,1/1/1985,9/23/2008,8/3/2015,"Cancelled, nonpayment of dues",A+,22,58
90009001,Carole's Embroidery,Guymon,OK,73942,(580) 338-3676,Embroidery,$394.00 ,,Not Accredited,1/1/1993,3/20/2008,10/8/2009,"Cancelled, nonpayment of dues",A+,7,20
90027588,"Carolyn Harris Realty, Inc.",Shawnee,OK,74801,(405) 275-8182,Real Estate Agent,$469.00 ,,Not Accredited,1/1/1981,7/18/2012,9/24/2014,"Cancelled, nonpayment of dues",A+,8,11
90007546,Carousel Realty,Moore,OK,73160,(405) 799-6060,Property Management,$444.00 ,,Not Accredited,1/1/2005,11/19/2007,6/29/2009,"Cancelled, nonpayment of dues",NR,3,14
90010897,Carpasean LLC,Edmond,OK,73034,(405) 824-9220,Network Computer,$444.00 ,,Not Accredited,1/1/2004,8/11/2008,12/21/2009,"Cancelled, nonpayment of dues",A+,18,27
90006180,Carrie's Dog-Gone Purr-Feet,Midwest City,OK,73110,(405) 733-2238,Pet Grooming,$393.75 ,,Not Accredited,1/1/1997,8/13/2007,3/2/2009,"Cancelled, nonpayment of dues",A+,3,9
90010583,Cars Etc.,Anadarko,OK,73005,(405) 247-3033,Used Car Dealers,$450.00 ,,Not Accredited,1/1/2007,10/24/2012,12/3/2015,"Cancelled, nonpayment of dues",A+,7,18
7000351,Carsmart Collision Center,Oklahoma City,OK,73119,(405) 209-6079,Mobile Auto Repair,$435.00 ,,Not Accredited,1/1/1999,3/9/2009,2/16/2011,"Cancelled, nonpayment of dues",A+,19,38
90030315,"CARSRun, LLC",Perkins,OK,74059,(405) 547-4077,Auto Body Shop Equipment,$450.00 ,,Cancelled -Non-Payment,1/1/2008,3/15/2013,3/4/2016,"Cancelled, nonpayment of dues",A+,15,26
7000100,"Carter & Maxwell Auto Service, Inc.",Bethany,OK,73008,(405) 789-8253,Mobile Auto Repair,$420.00 ,,Not Accredited,11/1/1965,4/13/1974,9/16/2013,"Cancelled, nonpayment of dues",A+,25,49
90012110,Carter County Animal Hospital,Ardmore,OK,73401,(580) 226-1001,Veterinarian,$444.00 ,,Not Accredited,3/13/2007,11/3/2008,8/3/2010,"Cancelled, nonpayment of dues",A+,11,22
90015835,Carter Re-Roofing,Del City,OK,73115,(405) 601-9700,Roofing Contractors,$414.00 ,,Not Accredited,9/15/2002,9/14/2009,9/19/2011,"Cancelled, nonpayment of dues",A+,30,43
4000403,Carter's Flowers & Gifts,Oklahoma City,OK,73127,(405) 943-3314,Retail Florist,,,Not Accredited,1/1/1970,12/15/1991,6/29/2009,Other,A+,3,5
7000760,"Carter's Interior Shutters, Inc.",Oklahoma City,OK,73127,(405) 942-8074,Furniture Stores,$276.40 ,,Not Accredited,6/1/1927,9/8/1995,12/15/1997,"Cancelled, nonpayment of dues",A+,2,10
10002106,"Cary E. Jones, Inc.",Edmond,OK,73012,(405) 341-1808,Home Builders,$458.00 ,IP,Cancelled -Non-Payment,7/16/1992,8/14/2015,8/29/2018,"Cancelled, nonpayment of dues",A+,36,101
90054335,"Casallas Painting, Inc.",Edmond,OK,73013,(405) 816-2126,Construction Services,$474.00 ,PP,Cancelled -Non-Payment,2/18/2003,12/8/2017,11/8/2018,"Cancelled, nonpayment of dues",NR,104,170
5002712,Case the Place,Edmond,OK,73034,(405) 359-0048,Home Inspection,$434.00 ,,Not Accredited,1/1/1985,7/12/2006,2/26/2010,"Cancelled, nonpayment of dues",A+,11,115
90018911,Cash Car Depot,Oklahoma City,OK,73112,(405) 606-2255,Used Car Dealers,$450.00 ,,Cancelled -Non-Payment,7/1/2007,2/8/2013,8/19/2016,"Cancelled, nonpayment of dues",A+,14,57
90016468,Cash N Gold,Oklahoma City,OK,73134,(405) 751-4653,Precious Metal Dealers,$450.00 ,,Resigned,1/1/1990,11/4/2009,12/1/2017,Out of Business,NR,25,325
90005478,Casino Entertainment Unlimited,Norman,OK,73069,(405) 310-3900,Event Ticket Sales,$463.00 ,,Not Accredited,1/1/2003,6/21/2007,8/4/2009,"Cancelled, nonpayment of dues",A+,11,24
90002102,"Cast & Stone, LLC.",Edmond,OK,73013,(405) 627-8104,Prefabricated Masonry Panels,$413.00 ,,Not Accredited,1/1/2005,3/29/2006,3/6/2009,"Cancelled, nonpayment of dues",NR,3,11
90012984,Casteel's Tire & Muffler,Durant,OK,74701,(580) 924-1281,Tire Dealers,$608.00 ,,Not Accredited,1/1/1976,1/28/2009,11/19/2013,"Cancelled, nonpayment of dues",A+,6,17
90050650,Castle Alert LLC,Edmond,OK,73013,(888) 248-8362,Security System Monitors,$474.00 ,PP,Resigned,8/1/2016,2/6/2017,1/11/2018,Out of Business,A,14,79
90041760,Castle Construction Co LLC,Norman,OK,73069,(405) 596-8872,Construction Services,$474.00 ,PP,Cancelled -Non-Payment,4/8/2009,4/21/2015,6/6/2017,"Cancelled, nonpayment of dues",A+,75,296
11002059,"Castlekeep, Inc.",Edmond,OK,73013,(405) 348-4663,Home Inspection,$570.00 ,,Not Accredited,4/1/1996,7/31/2001,7/15/2002,"Cancelled, nonpayment of dues",A+,18,66
90015047,"Caston Architectural Millwork, Inc.",Oklahoma City,OK,73116,(405) 843-6652,Architect,$579.00 ,,Not Accredited,1/1/1934,7/13/2009,9/6/2012,"Cancelled, nonpayment of dues",A+,24,50
90062162,Caswell Investigation Services LC,Stillwater,OK,74076,(405) 256-2227,Investigator,$474.00 ,PP,Resigned,12/12/2016,9/30/2018,3/11/2019,Out of Business,NR,21,22
13004385,"Catalog.com, Inc.",Oklahoma City,OK,73134,(405) 753-9300,Internet Service,$649.00 ,,Not Accredited,1/1/1994,11/29/2007,1/2/2014,"Cancelled, nonpayment of dues",A+,38,52
90061917,Caton Insulation & Fireplaces,Meeker,OK,74855,(405) 567-0156,Insulation Contractors,$474.00 ,PP,Resigned,7/23/1990,8/28/2018,2/25/2019,No Benefit/Value,A+,20,20
90059386,Cavalry Movers LLC,Oklahoma City,OK,73139,(405) 601-2313,Moving Companies,$519.00 ,PP,Cancelled -Non-Payment,4/11/2017,5/18/2018,3/19/2019,"Cancelled, nonpayment of dues",A,90,90
7000883,Cave's Auto Sales,Oklahoma City,OK,73149,(405) 634-4200,New Car Dealers,$210.00 ,,Not Accredited,2/1/1976,2/9/1996,4/22/1997,"Cancelled, nonpayment of dues",NR,0,2
90023998,"Cavin Wrecker Service, LLC",El Reno,OK,73036,(405) 262-3383,Towing Company,$450.00 ,,Cancelled -Non-Payment,1/1/1947,8/30/2011,9/17/2018,"Cancelled, nonpayment of dues",A+,16,57
90007647,"Cavnar Insurance Agency, Inc.",Moore,OK,73160,(405) 793-1572,Insurance Companies,$394.00 ,,Not Accredited,11/26/2007,11/26/2007,6/29/2009,"Cancelled, nonpayment of dues",C+,6,12
9004948,"Cavnar Plumbing Co., Inc.",Oklahoma City,OK,73116,(405) 843-2042,Plumber,$215.50 ,,Not Accredited,1/1/1985,11/18/1994,3/11/1996,"Cancelled, nonpayment of dues",A+,36,81
90027735,CBC Creative,Durant,OK,74701,(877) 932-6373,Marketing Programs,$469.00 ,,Not Accredited,6/1/2005,7/30/2012,8/5/2014,Ownership Change,A+,7,27
90018729,CBS Construction,Dallas,TX,75240,(844) 577-7663,General Contractor,$375.00 ,,Not Accredited,12/19/2002,8/21/2009,10/24/2014,"Cancelled, nonpayment of dues",A+,32,104
90044857,CC Coins & Collectables,Enid,OK,73701,(580) 233-0007,Stamp Dealers,$474.00 ,PP,Cancelled -Non-Payment,1/1/2009,1/5/2016,11/14/2017,"Cancelled, nonpayment of dues",A+,7,30
90061994,CC Design,Warr Acres,OK,73122,(405) 605-7998,Promotional Products,$474.00 ,PP,Cancelled -Non-Payment,5/20/2011,8/31/2018,4/9/2019,"Cancelled, nonpayment of dues",A+,25,28
90007875,"CDL Construction, LLC",Clinton,OK,73601,(580) 323-1010,Oilfield Service,$491.00 ,,Not Accredited,1/1/2000,1/7/2008,2/23/2011,"Cancelled, nonpayment of dues",NR,1,17
90033581,"Cedar Acres Kennel, LLC",Enid,OK,73701,(580) 233-6706,Pet Grooming,$383.00 ,,Cancelled -Non-Payment,1/1/1983,11/19/2013,11/16/2016,"Cancelled, nonpayment of dues",A+,15,50
90007547,"Cedar Built Buildings, LLC",Chickasha,OK,73023,(405) 574-0728,Tool Shed,$425.00 ,,Not Accredited,1/1/1995,11/19/2007,2/5/2015,"Cancelled, nonpayment of dues",A+,34,138
90017648,Cedar Crest Manor,Lawton,OK,73507,(580) 355-1616,Nursing Home,$725.00 ,,Cancelled -Non-Payment,9/8/1960,7/31/2015,9/11/2018,"Cancelled, nonpayment of dues",A+,29,47
10001974,Cedar Hill Seasonings,Edmond,OK,73083,(405) 340-1119,Health Products,$820.00 ,,Not Accredited,2/10/1987,9/25/2003,8/26/2009,"Cancelled, nonpayment of dues",A+,15,25
90041765,Cedar Ridge General Contracting,Woodward,OK,73802,(580) 254-8035,Construction Services,$450.00 ,,Cancelled -Non-Payment,5/4/2010,5/1/2015,5/11/2016,"Cancelled, nonpayment of dues",F,38,114
14000128,"Cellular Associates, Inc.","Edmond, Ok 73013",OK,73102,(405) 348-5800,Tablet Equipment,$252.25 ,,Not Accredited,1/1/1988,10/28/1994,1/15/1996,"Cancelled, nonpayment of dues",A+,2,13
90028178,Celt Properties & Homes,Guymon,OK,73942,(580) 468-1888,Modular Homes,$450.00 ,,Not Accredited,6/1/2008,8/29/2012,7/8/2015,"Cancelled, nonpayment of dues",A+,9,68
90019010,Centemark Construction,Oklahoma City,OK,73107,(405) 745-2348,Construction Services,$414.00 ,,Not Accredited,1/1/1994,10/21/2008,6/4/2012,"Cancelled, nonpayment of dues",A+,3,13
90032357,Centennial Real Estate LC,Norman,OK,73069,(405) 360-0303,Real Estate,$450.00 ,,Not Accredited,2/1/2009,8/30/2013,9/4/2014,"Cancelled, nonpayment of dues",A+,3,8
90023694,"Centennial Roofing and Construction, LLC",Oklahoma City,OK,73170,(405) 812-2022,Roofing Contractors,$626.00 ,,Not Accredited,6/28/2010,8/2/2011,11/18/2013,"Financial, Cash Flow",A+,16,51
90012951,"Centennial Roofing, Inc.",Norman,OK,73072,(405) 323-7663,Roofing Contractors,$450.00 ,,Not Accredited,1/1/2008,3/26/2014,4/18/2017,Revoked,F,54,141
90011437,Center for Exceptional Dentistry,Bethany,OK,73008,(405) 789-7893,Cosmetic Dentistry,$375.00 ,,Not Accredited,1/1/1982,3/26/2014,3/31/2015,"Cancelled, nonpayment of dues",A+,6,15
12000073,Center for Single Adults,Oklahoma City,OK,73112,(405) 948-7111,Dating Services,,,Not Accredited,10/1/1979,3/31/1980,9/13/1990,New - NSF in first 3 pmts,NR,3,5
90019005,Center for Speech & Language Developement PLLC,Yukon,OK,73099,(405) 324-2800,Speech Pathologist,$444.00 ,,Not Accredited,5/1/2009,6/14/2010,3/31/2012,"Cancelled, nonpayment of dues",NR,2,4
10000623,"Central Burial Vaults, Inc.",Oklahoma City,OK,73127,(405) 495-7075,Burial Vaults,$700.00 ,,Not Accredited,7/1/1975,4/3/2012,11/19/2013,"Cancelled, nonpayment of dues",A+,11,37
90028135,Central Chemical Company,Enid,OK,73701,(580) 234-8245,Weed Control Services,$394.00 ,,Not Accredited,1/1/1979,8/24/2012,12/13/2013,"Cancelled, nonpayment of dues",A+,5,15
90005293,Central Drug Store,Cement,OK,73017,(405) 489-3521,Pharmacy,$413.00 ,,Not Accredited,5/24/1984,6/1/2007,1/28/2010,"Cancelled, nonpayment of dues",NR,4,9
9000755,"Central Equipment Dist., Co., Inc.",Oklahoma City,OK,73107,(405) 947-7867,Wholesalers and Distributors,,,Not Accredited,7/1/1975,6/13/1979,10/30/1981,New - NSF in first 3 pmts,A+,4,4
